FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
784I70VK,,0,0,1,1,0,15,1,0,74,0,0,1,0,63,59
776K81TK,,0,1,0,1,1,15,4,0,63,3,0,0,0,69,107
858L01DO,,0,0,0,0,1,50,5,0,86,1,0,1,0,62,76
876D59MG,,0,1,0,0,0,15,6,1,63,1,1,1,0,61,55
931U76AY,,0,1,0,1,1,15,4,0,79,3,1,1,0,56,58
113O94RS,,0,0,0,1,0,25,8,1,57,3,1,0,0,75,153
030S37WY,,0,1,0,0,0,25,3,0,55,4,0,1,0,68,51
428I43FL,,0,1,0,0,1,15,1,0,63,3,0,0,0,77,149
324U06DJ,,0,1,0,0,1,15,4,0,70,4,1,1,0,61,398
179J89YN,,0,1,1,0,1,15,10,0,62,4,0,1,0,68,159
620Q32BR,,0,1,1,0,1,15,6,0,83,0,0,1,0,38,32
167E61AX,,1,1,1,0,0,15,3,1,76,2,1,1,0,63,63
807H87RG,,0,1,1,0,0,15,10,0,70,1,0,1,0,62,33
112Z09TQ,,0,1,0,0,0,25,7,1,91,3,0,0,0,51,467
886A12GM,,0,0,1,1,0,15,1,0,63,3,0,0,0,50,54
948N37DN,,0,1,0,1,1,15,11,1,98,1,1,1,0,42,39
519V27FX,,0,0,1,1,1,25,3,0,54,1,0,1,0,55,170
548G14OS,,0,1,0,0,0,15,8,0,84,1,0,1,0,60,108
146Q75DE,,0,0,0,0,1,15,6,0,50,3,0,0,0,46,77
113F51EN,,1,1,0,1,1,25,7,0,36,4,0,1,0,60,240
999I14UH,,0,1,0,0,1,25,10,0,74,3,0,0,0,66,92
489Z65AO,,0,1,0,1,0,15,6,1,63,1,1,1,0,66,55
604T81ZV,,0,1,0,1,1,15,7,1,63,3,0,0,0,71,137
137M92QB,,1,1,0,1,1,15,11,1,72,0,1,1,0,48,102
065J50TO,,0,0,0,1,0,15,2,0,63,1,0,1,0,35,50
452S24YC,,0,1,0,0,1,25,4,0,45,3,1,1,0,71,170
107W74XT,,0,0,0,1,1,25,8,1,81,4,0,1,0,52,81
716T90QB,,1,1,0,0,1,50,3,1,63,3,0,1,0,67,55
421I07QG,,0,1,0,1,1,25,1,0,63,3,1,0,0,11,58
338M25AK,,1,1,1,1,0,15,5,1,40,2,0,1,0,26,213
687D81HD,,0,1,1,1,0,50,8,0,45,5,1,1,0,71,113
754K60EP,,0,1,1,0,0,25,3,0,74,2,0,1,0,52,95
082J38LH,,0,1,0,1,0,15,11,1,80,6,0,1,0,69,536
534T11RC,,0,0,0,1,1,15,9,1,87,3,0,0,0,44,513
488Z99YA,,0,0,1,0,0,15,2,0,67,4,1,1,0,56,88
821Q49IY,,0,1,1,1,1,15,5,1,85,3,0,1,0,66,71
789J58JN,,0,1,0,0,1,25,8,0,73,4,1,1,0,45,157
402X72CN,,0,1,0,0,0,15,1,0,39,3,1,1,1,53,99
561J67YK,,0,1,1,0,0,25,5,0,49,1,0,1,0,50,57
812K73ZX,,0,1,1,0,0,50,7,0,51,4,0,1,0,38,80
099M09TG,,0,0,1,1,1,15,8,0,70,2,1,1,0,59,136
528N11UD,,0,1,0,0,1,15,6,0,35,3,1,1,0,57,60
556F29JV,,0,0,0,0,1,15,6,0,63,0,0,1,0,63,41
943Z38ZN,,0,1,0,0,1,15,7,1,45,3,1,1,0,59,48
104F34XW,,1,1,1,1,0,50,8,0,63,4,0,1,0,66,144
358E55FA,,0,0,0,1,1,25,5,0,63,6,1,1,0,61,44
060B76AC,,0,1,1,0,0,15,4,0,83,0,1,1,0,53,72
229T15ZP,,0,1,0,0,0,15,7,1,81,4,0,1,0,58,73
239N53TN,,0,0,0,1,1,25,6,1,63,3,0,0,0,55,159
809S78KB,,0,0,1,0,1,15,11,1,51,2,0,1,0,62,50
982A72TM,,0,1,0,0,0,15,3,0,44,3,0,1,0,37,35
331C64EK,,0,1,0,0,1,25,9,0,77,5,0,1,0,64,63
733T51SH,,0,1,1,0,1,25,4,1,66,4,1,1,0,66,58
466X40IT,,0,1,0,0,0,25,3,0,50,4,0,1,0,63,144
608S36DY,,0,1,0,0,0,15,9,1,67,1,0,1,0,65,79
933R75DY,,0,1,1,1,0,25,5,1,58,6,1,1,0,58,53
180E73OC,,1,0,0,1,1,15,3,1,55,4,0,1,0,68,105
805Q69DI,,0,1,0,0,1,15,3,0,62,2,1,1,0,55,27
966K80GY,,0,1,0,1,1,15,9,0,75,1,1,1,0,58,68
665I47ET,,1,1,1,1,1,15,11,1,63,3,0,0,0,61,124
732X84OI,,0,1,0,1,1,25,3,0,36,3,1,1,0,68,89
472W57CN,,0,0,1,1,1,15,10,1,71,2,0,1,0,70,120
698H51KC,,0,1,0,1,1,25,4,1,63,2,1,1,0,31,216
779V44BW,,0,1,1,1,0,15,11,1,53,3,1,1,0,38,57
788N49QE,,0,1,0,0,0,15,3,1,60,5,0,1,0,58,316
815F31YB,,1,0,0,0,1,25,6,0,85,0,0,1,0,62,44
812F80FK,,0,1,1,0,1,15,10,1,69,4,0,1,1,32,56
386P27BA,,0,1,0,1,0,15,5,1,77,0,0,1,1,58,25
780I77VC,,0,1,0,0,1,15,4,0,48,5,0,1,0,64,298
731Y24DE,,1,0,0,1,0,25,10,0,40,3,0,0,0,67,78
280Y63AX,,0,1,0,0,1,25,1,0,63,3,0,0,0,26,138
581E60RF,,0,1,0,0,0,50,7,0,63,3,1,0,0,52,89
966L47TQ,,0,1,1,0,1,25,10,1,80,6,1,1,0,79,286
760U38EQ,,0,0,1,0,0,15,2,0,45,3,0,1,0,74,140
136J67ZN,,0,1,1,1,1,25,3,0,43,3,0,1,0,71,59
880L31DW,,0,0,1,1,1,15,7,1,74,3,1,1,0,65,70
990Q04NL,,0,1,0,1,0,15,6,1,63,3,0,0,0,56,447
281E06BZ,,0,0,1,0,1,15,11,1,63,3,0,0,0,54,190
710K25UZ,,0,1,1,0,1,25,6,0,63,3,0,1,0,73,223
132D15TO,,0,0,1,1,0,15,1,0,63,1,1,1,0,47,54
761H40OO,,0,1,0,0,0,15,1,1,82,5,0,1,0,44,42
174H95BV,,0,0,1,1,1,15,4,0,70,3,1,0,0,68,70
487C36PW,,1,1,0,0,1,50,4,1,69,0,0,1,0,17,68
792S83UF,,0,1,0,1,1,25,9,1,74,2,0,1,0,56,409
855Q30TU,,0,1,0,1,0,15,5,0,62,6,1,1,0,65,153
280B67DL,,0,0,0,1,0,25,2,0,82,1,0,1,0,56,91
574J49XF,,0,1,0,0,1,25,11,0,63,3,0,0,0,59,57
085V22WZ,,0,0,0,0,1,15,1,1,57,6,0,1,0,75,123
907C15XO,,0,0,1,0,1,25,7,0,89,3,1,0,0,70,81
088C53NL,,0,0,1,1,1,50,8,1,89,4,1,1,0,54,171
257I53JZ,,0,1,1,0,0,25,1,1,81,2,1,1,0,69,434
878H89HZ,,0,0,1,1,0,25,4,0,57,3,0,0,0,37,159
622K53JN,,0,0,0,0,1,15,10,1,48,6,1,1,0,69,174
202K76PO,,0,0,0,0,1,15,5,1,69,0,0,1,0,56,81
071Y15PS,,0,0,1,1,1,50,7,0,66,3,1,0,0,67,44
073K48SV,,0,1,1,0,1,25,9,0,63,3,1,1,0,65,67
610U86TD,,0,1,0,0,0,15,4,0,66,6,1,1,0,67,174
457B99RR,,0,1,0,1,0,15,11,1,36,3,0,0,0,68,175
861G07FB,,0,0,0,1,0,15,1,1,52,2,0,1,0,68,67
276J80LE,,0,1,1,1,0,25,10,1,48,3,1,0,0,59,119
814S16LL,,0,1,0,1,1,25,8,0,63,3,0,0,0,53,147
078L17TL,,0,1,0,0,0,15,7,1,69,3,0,0,0,55,148
280L18NN,,0,1,0,0,0,50,1,0,56,0,0,1,0,69,115
031O27WQ,,1,0,0,0,1,50,9,1,63,0,1,1,0,69,286
529L69FF,,1,0,0,1,1,15,4,0,75,1,0,1,0,50,69
227J28WU,,0,1,0,1,1,15,11,1,62,3,1,1,0,60,58
337C23ZM,,0,0,1,0,0,15,9,1,51,3,1,1,0,73,73
297G12RJ,,0,1,0,1,0,15,5,0,48,3,1,1,0,46,45
694L02BC,,1,1,1,0,1,25,10,1,84,0,1,1,0,59,58
338M99PQ,,0,0,1,0,1,25,7,0,63,2,0,1,0,76,60
463L05LS,,0,1,0,1,1,25,6,0,44,6,0,1,0,81,127
508Q40JC,,0,1,0,0,1,50,6,0,77,0,1,1,0,66,81
985B49RU,,0,1,0,1,1,15,8,1,73,3,1,0,0,11,600
046L64EV,,0,1,0,1,1,50,9,1,77,3,0,0,0,68,213
256K99ZZ,,0,0,1,0,1,15,11,1,40,3,0,1,0,66,84
390U61OM,,0,1,1,1,1,25,10,1,41,2,1,1,0,64,37
806V19ZO,,0,1,1,1,0,15,3,0,44,4,1,1,0,46,38
364N72EI,,1,1,0,1,1,50,7,0,58,4,1,1,0,50,118
249R86RJ,,0,1,0,1,1,25,3,0,78,4,1,1,0,62,267
681F19TY,,0,1,1,1,1,15,9,0,89,1,1,1,0,63,51
183A89ZI,,0,1,0,1,1,15,8,0,63,3,1,0,0,74,173
265P82CS,,0,0,1,0,1,15,11,1,63,3,1,0,0,58,39
985B22BO,,0,0,1,1,0,15,3,0,82,4,0,1,0,77,119
685V76DZ,,0,0,1,1,0,25,2,0,63,3,0,0,0,34,54
791H56EX,,0,1,0,1,1,15,1,1,51,0,1,1,0,58,50
105G57UA,,0,1,0,1,1,25,5,0,76,4,1,1,0,42,75
987I15AP,,0,0,1,1,1,25,10,1,72,3,0,0,0,73,90
125W65WL,,0,0,1,0,1,25,3,0,48,2,0,1,0,61,63
875V03DH,,0,0,1,1,1,50,9,1,55,5,0,1,0,43,271
152J24ZJ,,0,1,0,0,1,25,4,0,36,4,0,1,0,62,51
159D64CN,,0,0,0,1,0,15,4,1,76,1,1,0,0,64,53
685I64ZL,,0,0,0,1,0,15,1,0,63,3,1,0,0,50,59
577M52EM,,0,0,1,1,0,15,2,0,78,2,0,1,0,67,65
982O45AX,,0,1,0,0,1,25,4,0,42,3,1,0,0,56,68
649A71EL,,0,0,1,0,0,15,10,1,76,0,1,1,0,61,89
113K97RO,,0,0,0,0,1,25,4,0,35,3,0,1,0,59,93
730P94LI,,0,1,0,0,1,15,11,1,80,1,0,1,0,47,42
683Y74EC,,0,0,1,0,0,15,3,0,43,5,0,1,0,60,214
273J51PU,,0,0,0,1,0,15,11,1,61,2,0,1,0,53,30
990Z30GP,,0,1,1,1,1,25,4,1,55,3,0,1,0,59,55
406I47MA,,0,1,1,1,0,15,4,1,75,4,1,1,0,31,79
911R65YJ,,0,1,1,0,0,25,4,0,63,3,1,0,0,57,241
848X98BL,,0,1,1,0,0,15,3,0,39,4,0,1,0,73,110
529B66XY,,0,1,0,0,0,50,6,1,63,3,1,0,0,46,53
391U53ZQ,,0,1,0,1,0,15,2,0,63,3,0,0,0,67,115
550S56RD,,0,0,0,1,1,15,9,0,70,4,0,1,0,54,199
281I43JW,,0,0,1,1,1,15,6,0,73,3,1,1,0,64,134
312P56ZZ,,0,0,1,1,0,15,3,0,51,3,0,0,0,63,32
715R59SI,,0,0,1,1,0,15,11,1,70,2,1,1,0,62,115
861U51KQ,,0,0,0,0,1,15,10,1,72,1,0,1,0,61,66
578E46TW,,0,0,1,1,1,50,6,1,63,3,0,0,0,42,93
876G99ZJ,,0,1,1,1,0,25,8,1,45,0,0,1,0,47,468
246I46IG,,1,1,0,1,0,15,9,1,63,3,1,0,0,70,39
708W66PB,,1,1,1,1,0,15,4,1,54,5,0,1,0,74,234
013F58GY,,0,1,0,0,0,25,4,0,84,0,0,1,0,67,89
822P36WT,,0,0,1,1,0,15,1,0,63,3,1,0,0,40,60
051H00LK,,0,0,1,0,1,15,3,0,68,3,1,1,0,62,93
237T00QT,,0,1,0,0,1,15,1,1,80,3,0,0,0,56,99
078R60XF,,0,1,0,0,0,15,3,0,78,6,1,1,0,69,318
251P76ZZ,,0,1,1,1,1,50,11,1,91,4,0,1,0,62,89
740A60YA,,0,0,0,1,0,25,7,0,63,3,0,0,0,65,68
089O52EE,,1,0,1,0,1,50,6,0,63,3,0,0,0,69,33
844N17FZ,,0,1,0,1,1,25,7,0,61,4,1,1,0,51,166
348Z91FT,,0,1,0,0,0,25,6,1,75,5,0,1,0,51,253
921Y94CF,,0,0,0,1,0,15,1,1,36,6,0,1,0,66,105
728G17IR,,0,1,0,0,1,15,4,0,63,3,0,0,0,47,66
674K58QJ,,0,1,0,1,1,15,11,1,69,2,1,1,0,61,101
365Y75CI,,0,1,0,1,1,25,3,0,38,3,1,0,0,69,107
369K15IJ,,0,1,0,0,0,25,10,1,72,4,1,1,0,59,307
755T18MH,,0,0,1,1,0,15,1,0,46,3,1,1,0,72,73
589M81ZG,,0,1,0,0,1,15,3,0,63,4,0,1,0,67,110
210M76GO,,1,0,0,1,0,15,11,1,57,0,0,1,0,49,304
066V96SL,,0,1,0,0,0,15,10,1,95,1,0,1,0,44,108
718E68WY,,0,0,0,1,1,25,9,0,78,5,0,1,0,65,550
861L46IC,,0,0,1,1,1,15,8,1,58,6,0,1,0,74,105
288G45FT,,0,0,0,1,1,50,6,0,52,3,0,0,0,33,551
329X54XM,,1,0,0,0,1,25,9,0,61,4,0,1,0,57,48
056W82UP,,0,1,0,0,0,25,2,0,44,3,0,1,0,51,53
169N49MX,,1,1,0,0,0,50,7,1,58,6,0,1,0,39,61
080V45BM,,0,0,1,1,0,25,7,1,82,3,1,1,0,60,149
770X60VP,,0,0,1,0,1,15,4,0,63,4,0,1,0,70,144
687L04BL,,0,1,1,1,1,15,11,1,63,2,0,1,0,52,42
847D47LO,,1,0,0,1,0,15,9,1,76,3,1,1,0,70,179
968C95HX,,0,1,1,0,0,15,3,0,85,4,0,1,0,60,59
566J05OI,,0,1,1,1,1,15,6,1,63,3,0,0,0,62,57
876K71OG,,1,0,1,1,1,15,5,1,70,2,0,1,0,62,176
265R93KT,,1,1,0,1,0,15,3,1,70,3,0,1,0,67,133
685L63AN,,0,1,0,1,0,15,3,0,63,3,0,0,0,58,234
108K46YL,,1,0,0,1,0,15,7,0,45,5,1,1,1,80,106
718C41IS,,1,1,1,1,0,15,10,1,98,0,0,1,0,54,52
016K97PL,,1,1,0,1,1,15,3,0,37,3,1,0,0,64,53
941M44UR,,0,1,0,1,1,25,8,0,65,4,1,1,0,57,63
918Z76HS,,0,0,0,1,1,15,10,1,43,0,0,1,0,55,213
268Z83FV,,0,1,1,1,1,25,10,1,35,3,0,0,0,44,34
379Y86OZ,,1,0,1,1,0,15,1,0,56,4,0,1,0,66,45
019D74PC,,0,0,0,1,0,15,2,0,73,1,1,1,0,62,51
228Z97NR,,0,1,0,0,0,15,10,1,72,1,1,1,0,55,56
016E64YQ,,0,1,0,0,0,25,4,0,64,4,0,1,0,57,65
266B74AO,,0,0,0,1,1,25,6,0,68,6,1,1,0,34,534
707T58QN,,0,1,0,1,1,15,9,0,80,0,0,1,0,56,84
848F31TR,,1,0,0,0,0,50,11,1,21,4,1,1,0,52,92
225N59ZR,,1,0,0,1,1,15,7,1,42,4,1,1,0,72,122
135U84ZJ,,0,1,1,0,0,25,5,0,66,4,1,1,0,60,324
129B11QC,,0,0,1,1,1,25,3,0,57,5,1,1,0,63,81
876R71LW,,0,1,0,1,0,50,10,1,63,3,0,0,0,38,209
453A57RQ,,0,1,0,1,0,25,6,0,63,3,0,0,0,60,39
082Q36CW,,0,1,0,1,0,15,5,1,63,3,1,0,0,41,259
404Z47XR,,0,1,0,0,0,25,4,0,63,3,0,0,0,31,36
885O84FV,,0,0,1,0,1,25,10,0,49,4,1,1,0,69,58
869T97OM,,0,1,0,1,1,50,7,0,63,1,1,1,0,79,97
015C96DY,,0,0,0,1,1,15,9,1,48,3,0,0,0,69,98
528G37IZ,,1,0,1,0,0,50,4,0,63,3,0,0,0,50,254
411W32DR,,1,0,1,1,0,25,4,1,27,4,1,1,0,52,68
800C60FO,,0,1,1,0,0,15,1,0,84,1,1,1,0,64,57
037U08QZ,,0,0,0,1,0,25,2,0,63,0,1,1,0,0,0
523G78XB,,0,0,1,1,1,15,1,1,76,4,1,1,0,70,529
206B28HH,,0,1,0,1,1,25,7,1,74,6,0,1,0,51,349
565S78GM,,0,1,0,0,0,25,3,0,57,2,0,1,0,55,126
807S30YT,,0,1,1,1,0,50,9,1,63,4,1,1,0,38,32
741P61HB,,0,0,0,0,1,15,6,0,63,1,0,1,0,68,60
802K25JF,,0,0,0,1,1,25,6,1,63,3,0,0,0,67,93
741B71HL,,1,1,1,0,0,15,3,0,38,3,1,1,0,66,36
927A39MZ,,0,1,1,1,1,15,8,0,83,3,1,1,0,63,80
967H64FF,,0,0,1,1,1,15,9,1,77,0,1,1,0,10,40
719C06HE,,0,0,1,1,0,25,2,0,65,5,1,1,0,68,399
055Z78CK,,0,1,0,0,0,25,5,0,63,3,0,0,0,64,62
933J76WT,,0,1,0,1,0,15,9,0,66,6,1,1,0,58,107
168V04KY,,0,0,0,0,1,15,8,0,55,4,1,1,0,53,82
619Z80MQ,,0,1,1,0,1,15,11,1,66,3,1,1,0,66,58
918K62UN,,0,1,0,1,1,15,4,1,63,3,0,0,0,61,195
740U92CS,,1,1,0,0,1,25,4,0,53,5,1,1,0,71,74
387L23CQ,,0,1,1,0,1,15,9,0,70,3,1,1,0,71,86
475H08TF,,0,1,1,1,1,15,7,0,91,3,1,1,0,57,44
935K22RV,,0,1,1,0,0,15,4,0,52,4,0,1,0,73,145
529X26JX,,0,1,1,0,1,15,10,1,77,3,0,1,0,68,68
110P98GJ,,0,1,1,1,0,25,9,0,63,3,0,0,0,68,32
173J74LO,,0,1,0,1,0,15,10,1,81,3,0,1,0,63,47
188T38WG,,0,0,1,0,1,25,11,1,51,3,0,0,0,73,99
772V99BF,,0,0,0,1,1,15,8,1,77,3,1,0,0,62,36
487B01PS,,0,1,0,1,1,25,1,0,48,4,0,1,0,65,64
310W87NU,,0,1,0,0,0,15,3,0,57,4,0,1,0,63,61
804P02TO,,0,0,0,1,0,15,4,0,53,3,0,1,0,75,92
657Z71EU,,0,1,1,1,0,15,1,0,42,5,0,1,0,57,107
482A83RK,,0,0,0,1,0,15,1,0,55,4,1,1,0,60,168
192C19RG,,0,1,0,0,1,15,10,1,63,3,1,0,0,85,178
009Y02UV,,0,1,1,1,0,25,5,0,49,4,0,1,0,46,70
231S69CH,,0,0,1,1,1,15,10,1,63,1,0,1,0,64,59
427Q10VX,,0,1,0,1,1,15,9,1,63,3,0,0,0,54,104
894A38NE,,0,0,0,1,0,25,2,0,63,3,0,0,0,0,0
810U67SO,,0,1,1,1,1,15,3,0,51,3,1,0,0,67,90
880P16JY,,0,1,1,1,0,15,11,1,86,4,0,1,0,67,110
731N21IV,,0,1,1,0,1,50,5,1,51,3,0,1,0,68,69
224R35NE,,0,1,0,0,1,25,8,1,63,5,0,1,0,57,46
659F62WO,,1,1,0,1,0,15,6,1,53,3,0,0,0,53,52
991E34EM,,0,1,1,0,1,25,8,1,63,3,0,0,0,47,328
154C64MN,,0,1,1,1,1,15,11,0,70,3,1,1,0,66,320
406L47XF,,0,1,1,1,0,25,9,1,70,1,1,1,0,45,120
930D34QL,,0,1,0,1,0,15,9,1,48,6,1,1,0,69,256
849Q94JC,,0,0,1,1,1,25,5,1,73,2,1,1,0,61,64
956M89DU,,0,1,0,0,0,25,6,0,57,6,0,1,0,79,280
573G60IE,,0,1,1,0,0,25,5,0,63,3,1,1,0,69,291
182P06DK,,0,1,0,0,0,15,3,0,63,3,0,0,0,31,40
902K21UK,,0,1,0,1,1,15,3,1,85,0,0,1,1,51,31
284E64QS,,1,1,0,1,1,15,11,1,63,3,0,0,0,66,66
876E32JU,,0,1,0,0,1,15,1,0,74,2,0,1,0,68,46
877T39YT,,0,0,1,1,0,25,6,0,63,3,1,0,0,64,40
487Y62AG,,0,0,1,0,1,15,6,1,60,3,1,0,0,42,384
413G93RY,,0,1,0,1,1,15,11,1,82,3,1,0,0,52,58
092X26LV,,0,1,0,1,0,15,4,0,38,3,1,1,0,64,198
854X30IB,,0,1,0,1,1,25,5,0,36,5,1,1,0,69,94
495Q19QN,,0,1,0,1,1,25,4,0,38,6,0,1,0,61,79
479A24AS,,0,1,0,1,0,25,1,1,63,3,0,0,0,64,63
593E45JX,,0,0,1,0,0,15,6,1,63,6,0,1,0,72,70
081F16FR,,0,1,1,1,0,15,9,1,66,4,0,1,0,62,55
406I91BJ,,0,0,1,1,0,25,6,0,45,6,0,1,0,69,104
840P45JY,,0,1,0,1,0,15,7,1,66,6,0,1,0,74,467
965L67XW,,0,1,1,1,1,15,11,1,85,2,0,1,0,58,34
406C37LO,,0,1,0,0,0,15,1,0,63,4,0,1,0,62,62
770I25BP,,0,1,0,1,1,15,7,0,39,3,0,1,0,69,74
059D32YA,,0,0,1,0,1,15,10,1,79,1,0,1,0,64,39
579Z92ID,,1,1,0,1,1,15,3,0,62,6,1,1,1,73,129
448Z71QH,,0,0,0,0,1,15,11,1,80,1,0,1,0,70,111
750N91FO,,0,0,1,1,0,15,10,1,85,2,1,1,0,61,39
159B73PF,,0,0,1,0,0,15,2,0,63,1,0,1,0,64,47
334N90YS,,0,1,1,0,1,15,6,1,63,1,0,1,0,58,41
548X00TX,,0,1,0,0,0,25,4,0,84,3,1,0,0,70,71
519G62AU,,0,1,1,0,0,25,3,0,47,5,0,1,0,61,105
828C04SM,,0,1,0,1,1,25,5,1,46,1,1,1,0,41,65
362W03EU,,0,1,1,0,1,15,5,1,44,4,0,1,0,65,66
191S04GV,,0,1,1,0,1,15,7,0,76,3,1,1,0,64,41
086D16XV,,0,1,1,0,1,50,5,0,63,4,0,1,0,62,85
814W91KW,,0,1,0,0,1,15,10,1,79,0,0,1,0,59,62
150X99TU,,1,0,0,1,0,15,10,1,82,2,0,1,0,66,65
647Y19SQ,,1,1,0,1,1,50,11,1,63,4,0,1,0,59,104
948T03AU,,0,0,1,1,1,25,6,1,64,2,1,1,0,55,265
986Y39IW,,0,1,0,0,0,25,1,0,63,6,0,1,0,77,234
855E53JM,,0,0,1,1,1,15,8,0,49,3,1,1,0,51,64
256W95OV,,0,0,1,0,0,50,11,0,63,3,0,0,0,65,41
045W47PI,,0,0,0,0,1,50,4,0,80,4,0,1,0,70,55
983M86KY,,0,1,0,1,1,25,3,0,62,0,0,1,0,44,160
023M57LA,,1,1,1,1,0,15,4,0,63,3,0,0,0,52,53
526H36QC,,0,0,0,0,1,15,5,0,63,3,0,0,0,53,70
225J54XN,,1,1,1,0,1,15,5,1,49,2,0,1,0,58,40
139V20BJ,,0,1,1,0,1,25,3,0,38,3,0,1,0,61,41
315M91KE,,0,1,0,0,0,25,4,0,51,2,0,1,0,63,72
102E69YW,,0,1,0,0,0,15,6,1,63,6,0,1,0,73,96
975I89PO,,0,1,1,1,0,25,11,1,50,3,0,1,0,62,62
143S89IU,,0,0,1,1,0,25,9,1,36,3,1,1,0,63,77
445B06MC,,0,0,1,1,0,15,1,0,54,3,1,1,0,68,118
804P04EA,,1,0,1,0,0,15,9,1,86,0,0,1,0,65,82
787T62UV,,0,1,0,1,1,15,6,1,38,3,0,1,0,46,83
368A46BU,,1,1,0,1,0,25,4,1,62,1,1,1,0,58,45
640C14MV,,0,0,1,1,1,25,4,0,35,3,0,0,0,36,140
623M52YJ,,0,1,1,1,0,25,1,0,62,3,1,1,0,60,66
627X82UA,,0,0,0,0,1,15,1,0,52,2,1,1,0,44,37
155N52LP,,0,0,0,0,1,15,8,0,57,3,1,0,0,69,76
510R60QG,,0,1,0,0,1,15,5,0,72,3,0,0,0,65,69
966H13HH,,0,1,0,0,0,15,5,0,63,3,1,0,0,73,90
276S94RZ,,1,1,1,1,1,15,11,1,87,3,0,0,0,71,202
173H51TE,,0,1,1,1,1,25,3,0,44,3,0,1,0,34,69
640L43JG,,0,0,0,0,1,15,6,1,63,3,1,0,0,56,52
627O21SO,,0,0,1,0,0,15,9,0,49,3,1,1,0,64,38
053J86UN,,0,1,1,0,1,50,9,1,48,6,1,1,0,0,0
671O72EG,,0,0,0,1,0,50,4,0,64,1,1,1,0,65,106
669Q82TG,,0,0,1,0,1,25,1,0,84,6,1,1,0,69,192
035Q63PD,,0,1,0,1,0,15,9,1,50,1,1,1,0,60,54
785A96BF,,1,0,1,0,1,15,6,1,46,4,0,1,0,51,133
709U61OF,,0,0,1,0,0,15,11,0,62,0,1,1,0,66,65
810M21QP,,1,1,1,1,1,15,10,1,43,1,0,1,0,58,76
721V20RC,,0,1,0,0,1,15,1,0,59,4,1,1,0,58,42
530F28JV,,0,1,0,0,1,15,3,0,41,3,0,1,0,65,80
749T44OD,,0,0,0,1,0,15,7,0,63,3,1,0,0,59,56
513E65JD,,1,1,0,0,1,15,3,0,63,5,0,1,0,63,299
857W13LV,,0,0,1,1,0,15,8,0,40,3,0,1,0,60,115
727K28ZU,,0,1,0,0,1,15,8,1,56,3,1,1,0,71,20
301V30VJ,,1,0,0,1,1,15,9,1,63,0,0,1,0,62,34
842D27PT,,0,1,1,0,0,50,8,0,68,6,0,1,0,67,139
661I92EF,,0,0,1,0,0,25,2,0,63,3,0,1,0,36,298
765P09RT,,0,1,0,1,0,25,3,0,63,3,0,0,0,67,170
510K79QO,,1,1,0,0,1,15,10,1,78,3,1,1,0,58,124
675S42BN,,0,0,1,1,0,15,10,0,63,1,0,1,0,60,71
175C40YP,,0,0,0,1,1,15,7,1,81,3,0,1,0,55,131
273I75BI,,0,1,1,0,1,15,11,1,59,3,1,1,0,72,41
020C50LE,,0,0,1,1,0,15,9,0,63,3,0,0,0,71,157
630S39NL,,0,1,0,0,1,15,1,0,53,1,1,1,0,70,89
105L64RT,,0,0,0,1,1,25,8,0,54,4,0,1,0,64,63
752W58AW,,0,1,1,0,1,15,7,1,82,3,0,1,0,67,163
930E49JX,,0,1,1,1,0,25,4,1,38,6,1,1,0,76,168
127U63LU,,1,0,0,0,0,15,11,1,63,3,0,0,0,22,350
906R81YC,,0,0,0,1,0,15,1,0,63,3,0,0,0,62,70
061F73IP,,0,0,0,1,1,15,7,1,70,3,0,1,0,56,59
011S10AH,,1,0,1,1,0,50,4,0,66,1,1,1,0,56,84
343W84YV,,0,0,1,1,0,25,9,0,86,0,1,1,0,68,45
342C24LQ,,0,1,0,1,0,25,9,0,50,6,1,1,0,53,42
230Z65UH,,0,1,0,1,1,25,9,1,63,1,0,1,0,54,43
062L11HR,,1,1,1,0,0,25,7,0,72,3,0,0,0,49,78
401B37HU,,1,0,0,1,0,15,9,1,72,3,1,1,1,78,90
119G26XW,,0,0,1,1,1,15,7,1,64,0,0,1,0,35,152
876A87KC,,0,1,0,0,0,25,3,0,58,2,0,1,0,43,60
487C28RP,,0,1,1,0,1,15,6,1,35,5,0,1,0,69,239
504B32WH,,0,0,1,1,0,25,8,0,44,3,0,0,0,56,37
879V70DX,,0,0,1,1,0,15,1,0,75,2,0,1,0,71,84
250J74WW,,0,0,0,1,0,15,8,1,60,1,1,1,0,67,118
623Y79GF,,0,0,1,1,0,15,2,0,55,2,0,1,0,57,112
278D91CB,,1,0,0,0,1,15,7,0,37,2,0,1,0,49,51
799H85VI,,0,0,0,1,0,15,3,1,72,5,0,1,0,59,59
881C48BS,,0,1,1,0,1,15,7,1,67,2,1,1,0,51,113
439Y88JJ,,0,1,1,0,0,15,10,1,63,0,0,1,0,44,88
862V78RD,,0,0,1,0,0,25,11,1,63,3,1,0,0,51,323
893X45PY,,0,1,0,1,0,25,5,0,77,3,0,0,0,74,183
231E89CY,,0,0,0,1,0,15,2,0,39,4,0,1,0,73,84
214E26KW,,0,0,0,1,0,25,8,1,41,5,0,1,0,61,49
